code_stock_12,code_stock_5,company_name_English,code_company_4,company_name,stock_name,stock_persian_30,code_company_12,market,code_tablo,code_sector,name_sector,code_subsector,name_subsector,stock_code_TSETMC,stock_name_2,trade_purpose,CEO,address,phone_number,FAX,offic_address,shareholder_affairs_address,website,email,auditor,capital,year,financial_manager,shenaseh_meli
IRO1TSHE0001,TSHE1,Pars Tousheh,TSHE,سرمايه گذاري پارس‌ توشه‌,وتوشه,سرمايه‌ گذاري‌ پارس‌ توشه‌,IRO1TSHE0004,بازار اول (تابلوي اصلي) بورس,1,29,ماشين آلات و تجهيزات,2999,توليد ساير ماشين آلات و تجهيزات,54676885047867737,وتوشه,سرمایه گذاری و اداره شرکتهای سرمایه پذیر سرمایه گذاری و اداره شرکتهای سرمایه پذیر,هوشنگ دادوش,---,88837997,88837998,تهران خ سپهبد قرنی 43,تهران خ سپهبد قرنی 43,www.parstousheh.com,info@parstousheh.com,موسسه حسابرسی فراز مشاور دیلمی پور,4800000,12/29,سیامک رحیمی میدانی,10100782085
IRO1SGOS0001,SGOS1,Saman Gostar,SGOS,سامان‌ گستراصفهان‌,ثامان,سامان‌ گستراصفهان‌,IRO1SGOS0004,بازار دوم بورس,5,70,انبوه سازي، املاك و مستغلات,7021,پيمانكاري املاك و مستغلات,66456062140680461,ثامان,توسعه و عمران شهری، خرید و فروش املاک و مستغلات ، طراحی ، ایجاد ، اجرای پروژه های تجاری ، مجتمع های مسکونی ، فرهنگی ، اداری ، خدماتی ، آموزشی و هر اقدامی که به نحوی از انحاء با فعالیت های عمرانی مرتبط باشد. سرمایه گذاری و مشارکت با سایر اشخاص در امر تولید مسکن ، واحدهای تجاری ، اداری و صنعتی و مشارکت در اجرای طرح های عمرانی دولت و انجام امور عملیات راه سازی و عمرانی.,محمدرضا امامي,,031 - 32121430-5,031 - 32121436,اصفهان- میدان امام حسین(ع)- ارگ عظیم جهان نما - طبقه 6 و 7,اصفهان- میدان امام حسین(ع)- ارگ عظیم جهان نما - طبقه1,www.samangostar.com,info@samangostar.com,موسسه حسابرسی کاربرد تحقیق,221941,06/31,مسیح پناهنده,10260333521
IRO3BHLZ0001,BHLZ1,Bahman Liz.,BHLZ,شركت بهمن ليزينگ,ولبهمن,شركت بهمن ليزينگ,IRO3BHLZ0004,بازار اول فرابورس,1,58,ساير واسطه گريهاي مالي,5891,ليزينگ مالي,48287670503317419,ولبهمن,موضوع فعالیت شرکت عبارت است از تامین مالی مشتری از طریق تهیه کالا اعم از منقول و غیر منقول توسط شرکت و واگذاری آن به مشتری صرفا در قالب یکی از قراردادهای اجاره به شرط تملیک و فروش اقساطی در چارچوب قانون عملیات بانکی بدون ربا ، آیین نامه ها و دستورالعمل های مرتبط,آقاي اسمعيل کاوياني,,02148081,02144907486,تهران - کیلومتر 13 جاده مخصوص کرج - لاین کندرو -نرسیده به چهار راه ایران خودرو - پلاک 279 - دفتر مرکزی گروه بهمن,تهران، بزرگراه شهید لشگری ( جاده مخصوص کرج )، کیلومتر 13، پلاک 279، سایت شماره 2 گروه بهمن,bahmanleasing.bahman.ir,bahmanlisinginfo@bahman.ir,موسسه حسابرسی آزمودگان,800000,12/29,کامبیز بالنده,10102377650
IRO3SYNZ0001,SYNZ1,Saina Company,SYNZ,صنايع بهداشتي ساينا,ساينا,صنايع بهداشتي ساينا,IRO3SYNZ0002,بازار اول فرابورس,1,44,محصولات شيميايي,4424,توليد شوينده ها، عطر و محصولات آرايشي,64298008532791199,ساينا,1-تهیه و تولید محصولات شوینده ْپاک کننده بهداشتی و آرایشی و شیمیایی و مواد صنعتی مرتبط و انواع ایروسل ها 2-انجام کلیه امور خدمات بازرگانی موضوع شرکت و نیز امور صادرات و واردات کالاهای موضوع شرکت,بهنام عزت نژاد,استان زنجان -جاده ترانزییت تهران تبریز-17کیلومتری شهرستان ابهر -روبروی روستای قروه جنب پلاستیک پوشینه,02140445406-9,02140445406-9,تهران- جاده مخصوص کرج -بلوار اصلی تهرانسر - نرسیده به میدان کمال الملک -پلاک 306 - طبقه اول,تهران خیابان نلسون ماندلا خیابان شهید دستگردی غربی نرسیده به خیابان ولیعصر(عج ) پلاک 374شرکت مدیریت صنعت شوینده(تلفن امور سهام 88774687-88774867) فکس 88774792,www.sainaco.com,info@sainaco.com,موسسه حسابرسی بهمند,100000,09/30,عباس مشیری,10102239945
IRO7FLTP0001,FLTP1,Iranian Falat,FLTP,گروه صنايع معادن فلات ايرانيان,فلات - قانون احکام دائمی برنامه های توسعه کشور,گروه صنايع معادن فلات ايرانيان,IRO7FLTP0004,بازار پايه زرد فرابورس,7,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,60633055620418060,فلات,سرمایه گذاری,مجيد برومند,,51-88373549,88377424,شهرک غرب بلوارفرحزادی انتهای سپهر پلاک 206 طبقه 4,شهرک غرب بلوارفرحزادی انتهای سپهر پلاک 206 طبقه 3,,,موسسه حسابرسی سیاق نوین جهان,389465,09/30,علیرضا ساکی,10102849101
IRO6MSKZ9941,MZ191,Mortgage Right9904,MSKZ,بانك مسكن,تسه9904,امتياز تسهيلات مسكن تير99,IRO6MSKZ9940,-,4,59,اوراق حق تقدم استفاده از تسهيلات مسكن,5910,اوراق حق تقدم استفاده از تسهيلات مسكن,32051979696170482,تسه9904,,,,,,,,,,,,,,
IRO1TKNO0001,TKNO1,Technotar,TKNO,تكنوتار,تكنو,تكنوتار,IRO1TKNO0002,بازار دوم بورس,5,29,ماشين آلات و تجهيزات,2912,توليد پمپ، كمپرسور، مته و دريچه,3654864906585643,تكنو,تولید انواع تجهیزات توزیع سوخت,مهدي دوست برحقي,بزرگره فتح - فتح 7 پلاک 10,0216783-02166794802-3,02166802335,بزرگره فتح - فتح 7 پلاک 10,بزرگره فتح - فتح 7 پلاک 10,www.technotar.com,info@technotar.com,موسسه حسابرسی و خدمات مدیریت شهود امین,245549,12/29,حسن محمدی پور دهکا,10861658680
IRO1DSBH0001,DSBH1,Sobhan Pharm,DSBH,سبحان دارو,دسبحان,سبحان دارو,IRO1DSBH0005,بازار دوم بورس,5,43,مواد و محصولات دارويي,4323,توليد داروهاي شيميايي و گياهي,5866848234665627,دسبحان,موضوع فعالیت شرکت طبق ماده 2 اساسنامه عبارت است از: انجام امور مربوط به تحقیق، توسعه، پیشبرد، ساخت محصولات داروئی، آرایشی، بهداشتی یا مواد شیمیائی بطور مستقیم یا از طریق اشخاص ثالث، تولید، خرید، واردات، فروش، پخش صادرات می باشد,علي گودرزي,رشت شهر صنعتی بلوار صنعت 3 خیابان صنعت 3,021-66568181,021-66948553,تهران خیابان دکتر فاطمی غربی شماره 295,تهران خیابان دکتر فاطمی غربی شماره 295,www.sobhandarou.com,info@sobhandarou.com,موسسه حسابرسی مفید راهبر,1530000,12/29,شهریار میرزاپور,10102402553
IRO1GMRO0001,GMRO1,Marvdasht Sugar,GMRO,قند مرودشت‌,قمرو,قند مرودشت‌,IRO1GMRO0001,بازار دوم بورس,5,38,قند و شكر,3842,توليد شكر,43342306308122676,قمرو,تاسیس کارخانه های تولیدی و صنعتی در جهت تولید قند و شکر و تهیه مواد علوفه از تفاله و ملاس چغندر و متفرعات آن و اقدام به هرگونه عملیات تجاری و کشاورزی و دامپروری و مشارکت با اشخاص حقیقی و حقوقی و یا شرکتهای دیگر و تاسیس شعب در داخل و یا خارج کشور و مبادرت به هرگونه فعالیت هاییکه برای انجام مقاصد مذکور ضروری و مفید باشد.,محمود ماجدي,استان فارس - شهرستان مرودشت,88518826,88519577,تهران محله کاوسیه خیابان دبیر حیابان یزدان پناه پلاک 35 طبق اول,دفتر مرکزی تهران,https://ghandemarvdasht.com/,marvdasht_co2016@yahoo.com,موسسه حسابرسی بهمند,400000,04/31,مسعود باقر پسندی,10100495902
IRT3KAAF0001,KAAF1,Kamyab Ashena ETF,KAAF,صندوق س. كامياب آشنا-د,كامياب,صندوق س. كامياب آشنا-د,IRT3KAAF0006,بازار ابزارهاي نوين مالي فرابورس,4,68,صندوق سرمايه گذاري قابل معامله,6812,صندوق سرمايه گذاري در اوراق با درآمدثابت,16040900750729921,كامياب,سرمایه گذاری در اوراق با درآمد ثابت,احسان جنگجوي,تهران- سعادت آباد - خیابان بهزاد -خ کوچه شهید یعقوبی- پلاک27,021-22352555,,تهران- سعادت آباد - خیابان بهزاد -خ کوچه شهید یعقوبی- پلاک27,تهران- سعادت آباد - خیابان بهزاد -خ کوچه شهید یعقوبی- پلاک27,خيابان سعادت اباد خيابان بهزاد کوچه شهيد يعقوبي پلاک 27,kamyabfund@sapm.ir,موسسه حسابرسی رازدار,4000000,06/31,حامد دمان,14009963618
IRO7ZMNP0001,ZMNP1,Iran Zamin Bank,ZMNP,بانك ايران زمين,وزمين - لغو پذیرش شده,بانك ايران زمين,IRO7ZMNP0005,بازار پايه نارنجي فرابورس,7,57,بانكها و موسسات اعتباري,5719,ساير واسطه هاي پولي,19954896371640204,وزمين,انجام عملیات بانکی,عبدالمجيد پورسعيد,,24750-021 و 70-26401560-021,26401547-021,تهران، بلوار میرداماد، نبش خیابان شمس تبریزی شمالی، پلاک 187,تهران،بلوارمیرداماد،نبش خیابان شمس تبریزی شمالی ،پلاک 187، طبقه اول، واحد6,www.izbank.ir,info@izmail.ir,موسسه حسابرسی و خدمات مالی فاطر,4000000,12/29,مجید رضی زاده,10320503079
IRO6MSKZ9961,MZ211,Mortgage Right9906,MSKZ,بانك مسكن,تسه9906,امتياز تسهيلات مسكن شهريور99,IRO6MSKZ9965,-,4,59,اوراق حق تقدم استفاده از تسهيلات مسكن,5910,اوراق حق تقدم استفاده از تسهيلات مسكن,14027767200567014,تسه9906,,,,,,,,,,,,,,
IRO3GOMZ0001,GOMZ1,Omid Goharan,GOMZ,سرمايه گذاري توسعه گوهران اميد,گوهران,سرمايه گذاري توسعه گوهران اميد,IRO3GOMZ0009,بازار دوم فرابورس,3,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,65018804181564924,گوهران,سرمایه گذاری در سهام و اوراق بهادار,مازيار فرخي,,88783447,88797263,گاندی-کوچه 16-پلاک 7,گاندی-کوچه 16-پلاک 7,http://www.goharanomid.ir,info@goharanomid.ir,موسسه حسابرسی وانیا نیک تدبیر,2400000,09/30,شیما اصفهانی,10102823179
IRO1PLKK0001,PLKK1,Plascokar Saipa,PLKK,پلاسكوكار,پلاسك,پلاسكوكار,IRO1PLKK0002,بازار دوم بورس,5,25,لاستيك و پلاستيك,2520,توليد محصولات پلاستيكي,57722642338781674,پلاسك,تولید قطعات خودرو و محصولات پلاستیکی,سيدحسين تقوي,کیلومتر 20 اتوبان قزوین کرج - شهرک صنعتی کاسپین - فاز 2 - خیابان سهروردی - نبش خیابان صنعت 5,028-32848692,028-32848690,کیلومتر 19 بزرگراه فتح (جاده قدیم کرج) - مجتمع صنعتی سازه گستر سایپا (کفش ملی سابق),بزرگراه حقانی - جنب بوستان آب و آتش - پلاک 6,www.plascokar.com,info@plascokarsaipa.com,موسسه حسابرسی و خدمات مدیریت سامان پندار,913938,12/29,سلمان میرزاخانی,10100383116
IRO1ETKA0001,ETKA1,Amin Company,ETKA,بيمه اتكايي امين,اتكام,بيمه اتكايي امين,IRO1ETKA0009,بازار دوم بورس,5,66,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,6603,بيمه غيرزندگي,27405735172634593,اتكام,موضوع فعالیت شرکت عبارت از انجام عملیات بیمه ای اتکایی از داخل یا خارج از کشور در انواع رشته های بیمه بر اساس پروانه فعالیت صادره از سوی بیمه مرکزی جمهوری اسلامی ایران وسرمایه گذاری از محل ذخایر واندوخته های فنی وقانونی در چارچوب ضوابط مصوب شورای عالی بیمه می باشد.,سيد مصطفي کيايي,دفترارتباطی تهران- بلوار آفریقا- خیابان قبادیان شرقی- شماره یک,(021) 88877610 - 17,(021) 88788964,جزیره کیش- خیابان سنائی - بلوار اندیشه - قطعه N.B.016,تهران- بلوار آفریقا- خیابان قبادیان شرقی- شماره یک,www.aminre.ir,aminre@aminre.net,موسسه حسابرسی رایمند و همکاران,3900000,06/31,رضوان بابو,10861533126
IRO1HFRS0001,HFRS1,Khalij Fars Trans,HFRS,حمل و نقل بين المللي خليج فارس,حفارس,حمل و نقل بين المللي خليج فارس,IRO1HFRS0005,بازار دوم بورس,5,60,حمل ونقل، انبارداري و ارتباطات,6023,حمل و نقل بار زميني,35424116338766901,حفارس,حمل و نقل جاده ای داخلی و بین المللی ایجاد اداره ترمینال ها ـ تعمیرگاهها، ایستگاهها و احداث انبارهای مناسب و انباداری و سرمایه گذاری و مشارکت جهت ساخت پایانه های تجاری و تخلیه و بارگیری و انجام امور مربوط به افزایش نیروی کششی و ترابری. واردات ماشین آلات و قطعات یدکی مورد نیاز انجام هرگونه عملیات از جمله تأسیس شرکتهای فرعی،,پيمان اسراري,کیلومتر 17 بزرگراه آیت اله سعیدی (اسلامشهر)، میدان نماز، شرکت حمل و نقل بین المللی خلیج فارس,021-56343010,021-56365506,کیلومتر 17 بزرگراه آیت اله سعیدی (اسلامشهر)، میدان نماز، شرکت حمل و نقل بین المللی خلیج فارس,کیلومتر 17 بزرگراه آیت اله سعیدی (اسلامشهر)، میدان نماز، شرکت حمل و نقل بین المللی خلیج فارس، دفتر امور سهام و مجامع,www.pgtco.ir,info@pgtco.ir,موسسه حسابرسی فراز مشاور دیلمی پور,2523904,12/29,محمدرضا شباهنگ,10101198481
IRO7PKBP0001,PKBP1,Amir Kabir Co.,PKBP,پتروشيمي اميركبير,شكبير - قانون احکام دائمی برنامه های توسعه کشور,پتروشيمي اميركبير,IRO7PKBP0003,بازار پايه زرد فرابورس,7,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,56574323121551263,شكبير,"احداث,راه اندازی و بهره برداری کاخانجات صنعتی به منظور تولید,بازاریابی,فروش,صدور محصولات پتروشیمی,ذخیره,واردات و صادرات و تبدیل کلیه مواد پتروشیمی و پتروشیمیایی",عبدالکريم پهلواني,خوزستان بندر امام (ره) منطقه ویزه اقتصادی پترو شیمی سایت 4,87750,88365778,تهران سعادت آباد صرافهای جنوبی نفیسی شرقی پلاک21,تهران سعادت آباد صرافهای جنوبی نفیسی شرقی پلاک21,www. akpc.ir,info@akpc.ir,سازمان حسابرسی,3600000,12/29,فرهاد رحیمی,10101807733
IRO1SBAH0001,SBAH1,Bahman Inv.,SBAH,سرمايه‌گذاري‌بهمن‌,وبهمن,سرمايه‌گذاري‌بهمن‌,IRO1SBAH0008,بازار اول (تابلوي اصلي) بورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,18063426072758458,وبهمن,سرمایه گذاری در شرکتهای بورسی و غیر بورسی,کيوان قاصدي ديزجي,,48081400,48081244,تهران - ایران خودرو (کیلومتر 13)- خیابان خاکی- بزرگراه امیر سرلشگر شهید حسین لشگری - پلاک 279 - طبقه همکف,تهران - ایران خودرو (کیلومتر 13)- خیابان خاکی- بزرگراه امیر سرلشگر شهید حسین لشگری - پلاک 279 - طبقه همکف,www.bahmaninco.com,info@bahmaninco.com,موسسه حسابرسی و خدمات مالی فاطر,2750000,09/30,مهدی جعفری بشلی,10102341535
IRO3TBSZ0001,TBSZ1,Tabas Company,TBSZ,فرآوري زغال سنگ پروده طبس,كپرور,فرآوري زغال سنگ پروده طبس,IRO3TBSZ0003,بازار دوم فرابورس,3,10,استخراج زغال سنگ,1010,استخراج و انبار زغال سنگ سخت,22941065011246116,كپرور,تولید کنسانتره زغالسنگ,ناصر هاشمي طاهري,طبس- منطقه معادن پروده- کارخانه زغالشویی پروده طبس,031-36412001-36411853,031-36412001,اصفهان - خیابان سجاد - چهارراه آپادانا جنب بانک مسکن - شماره 161 کدپستی 8165667466,اصفهان - خیابان محتشم کاشانی- کوچه بیژن - پلاک 90 کد پستی 8175969757,www.parvadeh.com,Info@parvadeh.com,موسسه حسابرسی آتیه اندیش نمودگر,540000,12/29,شهلا خاکپور,10260377008
IRO1BOTA0001,BOTA1,Butane Group,BOTA,گروه‌صنعتي‌بوتان‌,لبوتان,گروه‌صنعتي‌بوتان‌,IRO1BOTA0008,بازار دوم بورس,5,29,ماشين آلات و تجهيزات,2930,توليد وسايل خانگي,30650426998863332,لبوتان,موضوعات اصلی : تولید ، واردات و خرید انواع محصولات تاسیساتی ، لوازم گازسوز لوازم خانگی ، قطعات و مواد اولیه آنها- ساخت و بهره برداری دستگاهها و ماشین آلات تولید- ایجاد ، اجاره و اداره کارخانجات در داخل و یا خارج از کشور- توزیع و فروش و صادرات محصولات فوق.,محمدرضا عابدي ميران,ساوه، شهرک صنعتی کاوه، خیابان دوازدهم، کارخانه صنعتی بوتان,83522362,55251290,تهران، سهروردی شمالی، هویزه شرقی، شماره 34,تهران، سهروردی شمالی، هویزه شرقی، شماره 34,bic-home,Maabedi@butaneindustrial.com,آرمان آروین پارس,701452,12/29,علیرضا غنجی فشکی,10100393826
IRO3BSMZ0001,BSMZ1,Bime Saman Co.,BSMZ,بيمه سامان,بساما,بيمه سامان,IRO3BSMZ0000,بازار دوم فرابورس,3,66,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,6611,فعاليتهاي مالي و اجرائي,41625340598198551,بساما,بیمه ای,احمدرضا ضرابيه,,0218943,02188700204,: تهران، خیابان سید جمال الدین اسد آبادی، شماره ۴٣٣,: تهران، خیابان سید جمال الدین اسد آبادی، شماره ۴٣٣,,,موسسه حسابرسی و خدمات مالی فاطر,2055019,12/29,فرهاد فرهی یزدی,10102818130
IRO3SMBZ0001,SMBZ1,Sina Marine srv,SMBZ,توسعه خدمات دريايي وبندري سينا,حسينا,توسعه خدمات دريايي وبندري سينا,IRO3SMBZ0000,بازار اول فرابورس,1,60,حمل ونقل، انبارداري و ارتباطات,6003,خدمات حمل و نقل دريايي,1625149423498289,حسينا,الف- موضوع اصلی انجام کلیه عملیات تخلیه، بارگیری، نمایندگی خطوط کشتیرانی، دوبه کاری، انبارداری و حفاظت کالای وارداتی و صادراتی، خدمات گمرکی و ترخیص کالا براساس مقررات جاری کشور، اداره ترمینالهای کانتینری، احداث پایانه های بندری اختصاصی و عمومی، مدیریت بنادر، ساخت و ساز اسکله های اختصاصی و عمومی.,فرخ طراح زاده گان,,021-84308-9,021-88777923,تهران- خیابان گاندی جنوبی- کوچه سیزدهم- شماره 18,تهران- خیابان گاندی جنوبی- نبش کوچه ششم- شماره 38- طبقه دوم,www.spmco.co,stock@spmco.co,موسسه حسابرسی مفید راهبر,500000,12/29,علی نصیری,10101143640
IRO1GSBE0001,GSBE1,S*Sabet Khorasan,GSBE,قند ثابت‌ خراسان‌,قثابت,قند ثابت‌ خراسان‌,IRO1GSBE0005,بازار دوم بورس,5,38,قند و شكر,3842,توليد شكر,44967158778304588,قثابت,تاسیس و بهره برداری از کارخانه های تولیدی و صنعتی قند وشکر و تفاله خشک کنی و فرآورده های جنبی صنایع قند وواحدهای صنایع غذائی و انجام عملیات کشاورزی و دامداری و سایر موارد طبق اساسنامه,ابراهيم دهقان پير,استان خراسان رضوی شهرستان فریمان (کارخانه قند فریمان ),80-22623077,22635035,تهران خیابان شریعتی نبش شمال خیابان شهید کلاهدوز (دولت) برج نگین قلهک طبقه پنجم واحد 51,تهران خیابان شریعتی نبش شمال خیابان شهید کلاهدوز (دولت) برج نگین قلهک طبقه پنجم واحد 51,www.farimansugar.com,tehran@farimansugar.com,موسسه حسابرسی فراز مشاور دیلمی پور,6462809,04/31,سعید پورقربانی,10100439250
IRO1AZIN0001,AZIN1,Saipa Azin,AZIN,سايپاآذين‌,خاذين,سايپاآذين‌,IRO1AZIN0004,بازار دوم بورس,5,34,خودرو و ساخت قطعات,3499,ساير قطعات يدكي و وسايل نقليه موتوري,42075223783409640,خاذين,طراحی و ساخت صندلی خودرو,حسين شهرياري,تهران، کیلومتر 14 جاده مخصوص کرج، چهارراه ایران خودرو، بلوار چیتگر جنوبی خیابان زامیاد خیابان گلستانک، پلاک 35,+982144922203-4,+982144922207,تهران، کیلومتر 14 جاده مخصوص کرج، چهارراه ایران خودرو، بلوار چیتگر جنوبی خیابان زامیاد خیابان گلستانک، پلاک 35,تهران - بزرگراه حقانی - جنب بوستان آب و آتش - پلاک 6,www.saipa-azin.com,info@saipa-azin.com,سازمان حسابرسی,2645692,12/29,ابوالقاسم معظمی گودرزی,10101336846
IRT1KRIN0001,KRIN1,Negin Saman ETF,KRIN,صندوق س نگين سامان-ثابت,كارين,صندوق س نگين سامان-ثابت,IRT1KRIN0001,-,4,68,صندوق سرمايه گذاري قابل معامله,6812,صندوق سرمايه گذاري در اوراق با درآمدثابت,16056283141617755,كارين,,,,,,,,,,,,,,
IRO1SHZG0001,SHZG1,Hormozgan Cem.,SHZG,سيمان‌هرمزگان‌,سهرمز,سيمان‌هرمزگان‌,IRO1SHZG0004,بازار دوم بورس,5,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,29747059672582491,سهرمز,تولید انواع سیمان خاکستری,مهدي باشتي,استان هرمزگان-شهرستان بندرخمیر-کیلومتر 4جاده بندرلنگه,22904985,22259802,تهران - بلوارمیرداماد-میدان محسنی-خیابان بهروز-پلاک 37(تلفن 22904985-021),تهران - بلوارمیرداماد-میدان محسنی-خیابان بهروز-پلاک 37(تلفن امورسهام22259668-021),www.hormozgancement.com,info@hormozgancement.com,موسسه حسابرسی شاخص اندیشان,1084000,08/30,حسن هراتی,10800074158
IRO1SIMS0001,SIMS1,Shomal Cement,SIMS,سيمان‌ شمال‌,سشمال,سيمان‌ شمال‌,IRO1SIMS0004,بازار اول (تابلوي فرعي) بورس,3,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,6757220448540984,سشمال,تولید سیمان,انوشيروان باقري,کیلومتر36جاده آبعلی جاده اختصاصی سیمان شمال(کارخانه سیمان سفیددماوند),88731106-88731107-88733650,88734996,خیابان دکتربهشتی بعداز اتوبان مدرس پلاک269,خیابان دکتربهشتی بعداز اتوبان مدرس پلاک269,www.shomalcement.com,accounting@shomalcement.com,سازمان حسابرسی,1290085,09/30,عباس امین,10100246682
IRO1SBOJ0001,SBOJ1,Bojnourd Cement,SBOJ,سيمان‌ بجنورد,سبجنو,سيمان‌ بجنورد,IRO1SBOJ0000,بازار دوم بورس,5,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,66295665969375744,سبجنو,1-احداث و توسعه و تجهیز کارخانجات تولید سیمان 2-خرید ماشین آلات و لوازم و تجهیزات مورد نیاز 3-خرید و احداث هر نوع ساختمان و یا زمین مورد نیاز شرکت,سيدحسن معصومي,استان خراسان شمالی - کیلومتر 37 جاده بجنورد - مشهد,02188521066,02188757742,تهران - خیابان سهروردی شمالی - اندیشه ۲ - پلاک ۶۹,استان خراسان شمالی - کیلومتر 37 جاده بجنورد - مشهد,www.bojnourdcement.com,bojnourdcement@hotmail.com,موسسه حسابرسی وانیا نیک تدبیر,392000,12/29,ابراهیم سجادی,10101013009
IRO7IFMP0001,IFMP1,Moshanir Investmen,IFMP,س. فني و مهندسي مشانير,ومشان - قانون احکام دائمی برنامه های توسعه کشور,س. فني و مهندسي مشانير,IRO7IFMP0006,بازار پايه زرد فرابورس,7,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,35369183060321179,ومشان,انجام دادن مطالعات و بررسیهای اقتصادی، فنی،مالی،مدیریتی و نظارت و پی گیری اجرای طرحهای سرمایه گذاری در بخشهای اقتصادی، ایجاد شرکتها و موسسه های مطالعاتی و اجرایی در جهت تکمیل هدفهای شرکت.,نويدرضا مظفرجلالي,0,44964146,44964146,بزرگراه شهید آیت اله حکیم غرب، خیابان پیامبر مرکزی، خیابان 20 متری مطهری، ساختمان پیامبر، پلاک5، طبقه5، واحد18,بزرگراه شهید آیت اله حکیم غرب، خیابان پیامبر مرکزی، خیابان 20 متری مطهری، ساختمان پیامبر، پلاک5، طبقه5، واحد18,www.mteic.ir,mico.moshanir@gmail.com,موسسه حسابرسی هوشیار ممیز,20000,02/31,الهه ابوالقاسمی,10102776786
IRO1FKAS0001,FKAS1,Khorasan Steel Co.,FKAS,فولاد خراسان,فخاس,فولاد خراسان,IRO1FKAS0009,بازار دوم بورس,5,27,فلزات اساسي,2710,توليد آهن و فولاد پايه,4733285133017464,فخاس,موضوع فعالیت شرکت طبق ماده 2 اساسنامه، ایجاد و تاسیس کارخانجات فولادسازی ، نورد مفتول و مقاطع فولادی و صنایع وابسته و بهره برداری و توسعه آنها ، تهیه و ورود ماشین آلات ، تجهیزات و مواد اولیه مورد نیاز و نیز صدور فرآورده ها و تولیدات ،,کسري غفوري,نیشابور- کیلومتر 15 جاده شهر فیروزه . صندوق پستی 488,051-42453210-20,051-42453331-33,مشهد- بلوار فلسطین- بین فلسطین 5 و 7 ساختمان شماره 27,نیشابور- کیلومتر 15 جاده شهر فیروزه . 488,www.khorasansteel.ir,info@khorasansteel.com,موسسه حسابرسی هشیار بهمند,11900000,12/29,مجید شکرانی,10861926358
IRO6MSKZ9951,MZ201,Mortgage Right9905,MSKZ,بانك مسكن,تسه9905,امتياز تسهيلات مسكن مرداد99,IRO6MSKZ9957,-,4,59,اوراق حق تقدم استفاده از تسهيلات مسكن,5910,اوراق حق تقدم استفاده از تسهيلات مسكن,49856142659693686,تسه9905,,,,,,,,,,,,,,
IRT1SDVI0001,SDVI1,Tasmim ETF,SDVI,صندوق س با درآمد ثابت تصميم,تصميم,صندوق س با درآمد ثابت تصميم,IRT1SDVI0009,-,4,68,صندوق سرمايه گذاري قابل معامله,6812,صندوق سرمايه گذاري در اوراق با درآمدثابت,53419976284977130,تصميم,,,,,,,,,,,,,,
IRO1SGEN0001,SGEN1,Qayen Cement,SGEN,سيمان‌ قائن‌,سقاين,سيمان‌ قائن‌,IRO1SGEN0001,بازار دوم بورس,5,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,60654872678917533,سقاين,تولید سیمان خاکستری,محمدغفران خلقي,کیلومتر 10 جاده قاین به بیرجند,9-88956455,88958421,عباس آباد-خیابان داریوش-کوچه شهید حمید قدس(اندیشه 2) طبقه دوم پلاک 69-کد پستی1569646614,کیلومتر 10 جاده قاین به بیرجند,www.qayencement.com,info@qayencement.com,حسابرسی وخدمات مالی ومدیریت ایران مشهود,250000,12/29,اقای سید محمد میر دهقان اشکذری,10100917154
IRT1CFIF0001,CFIF1,Firooze ETF,CFIF,صندوق شاخص30 شركت فيروزه- سهام,فيروزه,صندوق شاخص30 شركت فيروزه- سهام,IRT1CFIF0005,-,4,68,صندوق سرمايه گذاري قابل معامله,6811,صندوق سرمايه گذاري در سهام,66036975502302203,فيروزه,واسطه گری های مالی و سرمایه گذاری,بهنام چاوشي,,,,تهران - خیابان قائم مقام فراهانی - کوچه میرزای حسنی - پلاک 11 طبقه 5,تهران - خیابان قائم مقام فراهانی - کوچه میرزای حسنی - پلاک 11 طبقه 5,,,موسسه حسابرسی و خدمات مالی فاطر,2000000,12/29,بابک زیدی نژاد,14004588579
IRO9BMLT4201,4U201,BMLT-O-14000819,BMLT,بانك ملت,ضملت8041,اختيارخ وبملت-3434-1400/08/19,IRO9BMLT4209,-,8,57,بانكها و موسسات اعتباري,5719,ساير واسطه هاي پولي,62558926998470335,ضملت8041,,,,,,,,,,,,,,
